Phylum;Class;Order;Family;Genus;Species;Subspecies;CommonName;FormerDistribution;Assessment;EstimatedExtinctionDate;CausesOfExtinction;Habitat;HabitatNotes;HumanLosses;PotentialLosses
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Epioblasma ;propinqua;;Nearby Pearly Mussel, Tennessee Riffleshell;United States;Extinct;Unknown;Damming along river system;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Epioblasma ;sampsonii;;Sampson's Naiad, Sampson's Pearly Mussel, Sampson's Riffleshell, Wabash Riffles;United States: Illinois, Indiana, Kentucky;Extinct;1900's;Habitat destruction;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Epioblasma ;stewardsonii;;Cumberland Leafshell, Steward's Pearly Mussel;United States;Extinct;1900's;Unknown;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Epioblasma ;torulosa;gubernaculum;Green Riffle Shell, Green-blossom, Green-blossom Naiad, Green-blossom Pearly Mu;United States;Extinct;1980's;Habitat dredging, farming, logging, road construction, and pollution;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Epioblasma ;torulosa;torulosa;Tubercled Blossom, Tubercled-blossom Pearly Mussel, Turberculed Riffle Shell;Canada, United States: Alabama, Illinois, Indiana, Kentucky, Ohio, Tennessee, West Virginia;Extinct;1969;Damming on river systems, dredging and creation of navigation pool;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Epioblasma ;turgidula;;Turgid Riffle Shell, Turgid-blossom, Turgid-blossom Naiad, Turgid-blossom Pearly M;United States;Extinct;1960's;Pollution and habitat modification;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Lampsilis;binominata;;Lined Pocketbook;United States;Extinct;1980's;Habitat modification;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Medionidus ;mcglameriae;;Tombigbee Moccasinshell;United States;Extinct;1935;Habitat modification;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Pleurobema;altum;;Highnut;United States;Extinct;1900's;Unknown;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Pleurobema;avellanum;;Hazel Pigtoe;United States;Extinct;1900's;Damming of the Coosa river;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Pleurobema;bournianun;;Scioto Pigtoe;United States;Extinct;1800's;Unknown;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Pleurobema;flavidulum;;Yellow Pigtoe;United States;Extinct;Unknown;Habitat destruction;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Pleurobema;hagleri;;Brown Pigtoe;United States;Extinct;Unknown;Unknown;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Pleurobema;hanleyianum;;Georgia Pigtoe;United States: Alabama, Georgia, Tennessee;Extinct;1990's;Damming of the Coosa river and pollution;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Pleurobema;johannis;;Alabama Pigtoe;United States: Alabama, Georgia, Tennessee;Extinct;Unknown;Unknown;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Pleurobema;murrayense;;Coosa Pigtoe;United States;Extinct;Unknown;Habitat loss and degradation;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Pleurobema;nucleopsis;;Longnut;United States;Extinct;Unknown;Unknown;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Pleurobema;rubellum;;Warrior Pigtoe;United States: Alabama, Georgia, Tennessee;Extinct;Unknown;Damming removed its habitat;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Pleurobema;taitianum;;Heavy Pigtoe, Judge Tait's Mussel;United States: Alabama, Mississippi, South Carolina;Extinct;1900's;Habitat loss and degradation;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Pleurobema;troschelianum;;Alabama Clubshell;United States: Alabama, Georgia, Tennessee;Extinct;1990's;Damming of the Coosa river and pollution;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Pleurobema;verum;;True Pigtoe;United States: Alabama;Extinct;Unknown;Unknown;Freshwater;River;Food source ;Unknown
MOLLUSCA;BIVALVIA;UNIONOIDA;UNIONIDAE;Unio;cariei;;R�union Freshwater Mussel;R�union;Extinct;Unknown;Unknown;Freshwater;River;Food source ;Unknown
MOLLUSCA;GASTROPODA;ARCHAEOGASTROPODA;LOTTIDAE;Lottia;alveus;;Eelgrass Limpet;United States;Extinct;1929;Habitat loss;Marine;Eel grass;Food source ;Secretion used to treat skin problems
MOLLUSCA;GASTROPODA;ARCHAEOGASTROPODA;NACELLIDAE;Collisella;edmitchelli;;Unknown;United States;Extinct;1860's;Unknown;Marine;Unknown;Food source ;Secretion used to treat skin problems
MOLLUSCA;GASTROPODA;BASOMMATOPHORA;ANCYLIDAE;Rhodacme;filosa;;Wicker Ancylid;United States: Alabama;Extinct;Unknown;Unknown;Freshwater;Unknown;Food source ;Secretion used to treat skin problems
MOLLUSCA;GASTROPODA;BASOMMATOPHORA;PHYSIDAE;Physella ;microstriata;;Fish Lake Physa;United States: Utah;Extinct;Unknown;Unknown;Freshwater;Unknown;Food source ;Secretion used to treat skin problems
MOLLUSCA;GASTROPODA;BASOMMATOPHORA;PLANORBIDAE;Amphigyra;alabamensis;;Shoal Sprite;United States: Utah;Extinct;1900's;Damming of river;Freshwater;River;Food source ;Secretion used to treat skin problems
MOLLUSCA;GASTROPODA;BASOMMATOPHORA;PLANORBIDAE;Neoplanorbis ;carinatus;;Carinate Flat-top Snail;United States;Extinct;1990's;Damming of the Coosa river;Freshwater;River;Food source ;Secretion used to treat skin problems
MOLLUSCA;GASTROPODA;BASOMMATOPHORA;PLANORBIDAE;Neoplanorbis ;smithi;;Angled Flat-top Snail;United States;Extinct;1990's;Damming of the Coosa river;Freshwater;River;Food source ;Secretion used to treat skin problems
MOLLUSCA;GASTROPODA;BASOMMATOPHORA;PLANORBIDAE;Neoplanorbis ;umbilicatus;;Umbilicate Flat-top Snail;United States;Extinct;1990's;Damming of the Coosa river;Freshwater;River;Food source ;Secretion used to treat skin problems
MOLLUSCA;GASTROPODA;BASOMMATOPHORA;PLANORBIDAE;Planorbella ;multivolvis;;Acorn Rams-horn;United States: Michigan;Extinct;1907;Water quality change and introduction of non-native snail and fish species;Freshwater;Lake;Food source ;Secretion used to treat skin problems
MOLLUSCA;GASTROPODA;MESOGASTROPODA;ASSIMINEIDAE;Omphalotropis ;plicosa;;Unknown;Mauritius;Extinct;1900's;Unknown;Marine;Unknown;Food source ;Secretion used to treat skin problems
MOLLUSCA;GASTROPODA;MESOGASTROPODA;CYCLOPHORIDAE;Cyclophorus ;horridulum;;Unknown;Mayotte;Extinct;Unknown;Habitat loss;Freshwater;Unknown;Food source ;Secretion used to treat skin problems
MOLLUSCA;GASTROPODA;MESOGASTROPODA;CYCLOPHORIDAE;Cyclophorus ;mariei;;Unknown;Mayotte;Extinct;Unknown;Habitat loss;Freshwater;Unknown;Food source ;Secretion used to treat skin problems
MOLLUSCA;GASTROPODA;MESOGASTROPODA;HYDROBIIDAE;Angrobia ;dulvertonensis;;Unknown;Australia;Extinct;Unknown;Unknown;Freshwater;Unknown;Food source ;Secretion used to treat skin problems
MOLLUSCA;GASTROPODA;MESOGASTROPODA;HYDROBIIDAE;Beddomeia;tumida;;Unknown;Australia;Extinct;Unknown;Unknown;Freshwater;Unknown;Food source ;Secretion used to treat skin problems
MOLLUSCA;GASTROPODA;MESOGASTROPODA;HYDROBIIDAE;Belgrandiella ;intermedia;;Unknown;Austria;Extinct;1996;Habitat modification;Freshwater;Unknown;Food source ;Secretion used to treat skin problems
MOLLUSCA;GASTROPODA;MESOGASTROPODA;HYDROBIIDAE;Bythinella;intermedia;;Unknown;Austria;Extinct;Unknown;Habitat modification;Freshwater;Unknown;Food source ;Secretion used to treat skin problems
